http://world-fr.openfoodfacts.org/produit/20758073/potato-crisps-kebab-flavour-1001-delights	Potato Crisps Kebab flavour	1001 Delights	LIDL	60 % pomme de terre, 34 % huile de tournesol à teneur élevée en acide oléique, sel, épices, maltodextrine, sucre, poudre de lactosérum doux (_lait_), extrait de levure, arômes naturels, plantes aromatiques, _lait_ écrémé fermenté en poudre, acidifiants : acétates de sodium, sel fumé (sel, fumée).	d	Chips et frites	15
http://world-fr.openfoodfacts.org/produit/20758066/potato-crisps-sweet-spicy-1001delights	Potato crisps sweet & spicy	1001delights	Lidl	Potatoes, high oleic sunflower oil 34%, natural flavourings (contain _wheat_, _milk_), salt, sugar, dextrose, _wheat_ flour, spices, maltodextrin, acid (citric acid), colour (paprika extract), modified maize starch, antioxidant (alpha-tocopherol)	d	Chips et frites	14
http://world-fr.openfoodfacts.org/produit/5412514111229/tortilla-bio-chips-chili-acapulco	Tortilla Bio Chips Chili	Acapulco	Hameaux Bio,Bio14	Farine de maïs (72%), huile de palme non hydrogénée, mélange au chili (4%) (sel, poivron, ail, oignons, sucre, coriandre, chili, fenugrec, livèche).	d	Chips et frites	16
http://world-fr.openfoodfacts.org/produit/5412514333393/tortilla-bio-chips-nature-acapulco	Tortilla BIO chips Nature	Acapulco	Satoriz	farine de maïs, huile de tournesol désodorisée, sel marin.	d	Chips et frites	12
http://world-fr.openfoodfacts.org/produit/5412514933050/tortilla-bio-chips-sour-cream-onion-acapulco	Tortilla BIO chips Sour Cream & Onion	Acapulco	Satoriz	farine de maïs*, huile de tournesol désodorisée*, dextrose*, sel, yaourt en poudre* (_lait_), oignon*, maltodextrine*, _lait_ en poudre*, extrait de levure, herbes et épices (persil, poivre blanc)*, acidifiant: acide citrique. (*=issu de la culture biologique contrôlée).	d	Chips et frites	12
http://world-fr.openfoodfacts.org/produit/8711967002861/party-chips-paprika-action	Party Chips Paprika	Action		Poudre de pomme de terre (40%) huile de palme, fécule, sel, poudre de chili, sucre, poudre d'oignon, poudre de _fromage_, arôme (contient des produits _laitiers_), arôme de fumée, poivre, exhausteur de goût : glutamate monosodique, couleur : extrait de paprika, émulsifiant : E471.	e	Chips et frites	21
http://world-fr.openfoodfacts.org/produit/0896296000769/chips-a-base-de-betterave-air-chips-bio	Chips à base de Betterave	Air Chips Bio		Farine de riz blanc bio ; farine de maïs bio ; poudre de betterave bio (15%) ; poudre de pomme de terre bio ; sel marin.	c	Chips et frites	9
http://world-fr.openfoodfacts.org/produit/3760259130046/chips-a-base-de-quinoa-airchips-bio	Chips à base de quinoa	AirChips Bio		farine de riz blanc bio, farine de quinoa bio 20%, farine de maïs bio, sel marin, poudre de curcuma bio 0.5%, poivre noir bio 0.001%	c	Chips et frites	9
http://world-fr.openfoodfacts.org/produit/4104420143388/chips-cuites-a-la-marmite-piment-mangue-alnatura	Chips cuites à la marmite Piment Mangue	Alnatura,Bioland	Edeka	Pommes de terre* 64 %, huile de tournesol*, mélange de condiments* 8 % (sucre de betterave*, sel marin, poudre de mangue* 17 %, tomate*, farine de riz*, curry en poudre*, oignon*, gingembre*, piment* 3 %, ail*, clou de girofle*, fibres de pomme*). *de l'agriculture biologique	c	Chips et frites	6
http://world-fr.openfoodfacts.org/produit/3497915000206/chips-au-sel-de-guerande-altho	Chips au sel de Guérande	Altho	Fraisochamps	pommes de terre, huile de tournesol, sel de Guérande (1 %).	c	Chips et frites	8
http://world-fr.openfoodfacts.org/produit/3497917000716/chips-saveur-poulet-braise-altho	chips saveur poulet braisé	Altho	Boucheries André	pommes de terre (France) (61%), huile de tournesol (34%), base aromatisante poulet braisé (arôme (_blé_), viande de poulet en poudre, sel)	d	Chips et frites	15
